Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
8948,4203883678,ShadyGoat (8/20),0,264.5,C Richaun Holmes F Kawhi Leonard G Jordan Poole PF Jayson Tatum PG Jared Butler SF Mikal Bridges SG Justin Champagnie UTIL Gary Trent Jr.,,,
8948,4203885021,Dabears10 (9/20),0,264.5,C Eugene Omoruyi F Oshae Brissett G Payton Pritchard PF Corey Kispert PG Jalen Suggs SF Jayson Tatum SG Devin Vassell UTIL Victor Wembanyama,,,
8948,4203886468,SMcCall92,0,264.5,C Xavier Tillman F Al Horford G Sam Hauser PF Jayson Tatum PG Payton Pritchard SF Kawhi Leonard SG Paul George UTIL Julian Champagnie,,,
8948,4203936940,imballin232323,0,264.5,C Wendell Carter Jr. F Keldon Johnson G Jrue Holiday PF Moritz Wagner PG Devin Vassell SF Paul George SG Cam Thomas UTIL Jordan Poole,,,
8948,4203963631,nickfromcwe (6/20),0,264.5,C Richaun Holmes F Moritz Wagner G Jared Butler PF Jayson Tatum PG Immanuel Quickley SF Sam Hauser SG Jordan Poole UTIL Kawhi Leonard,,,
8948,4203963644,nickfromcwe (19/20),0,264.5,C Wendell Carter Jr. F Sam Hauser G Jared Butler PF Al Horford PG Jrue Holiday SF Jayson Tatum SG Jordan Poole UTIL Clint Capela,,,
8948,4203977785,Dane0944 (8/20),0,264.5,C Nic Claxton F Oshae Brissett G Justin Champagnie PF Jayson Tatum PG Jrue Holiday SF Keldon Johnson SG Jordan Poole UTIL Kawhi Leonard,,,
8948,4203993774,salatso22 (7/10),0,264.5,C Richaun Holmes F Paolo Banchero G Jrue Holiday PF Oshae Brissett PG Payton Pritchard SF Kawhi Leonard SG Justin Champagnie UTIL Jayson Tatum,,,
8948,4204002963,DreNitty831,0,264.5,C Clint Capela F Bogdan Bogdanovic G Jared Butler PF Al Horford PG Payton Pritchard SF De'Andre Hunter SG Jordan Poole UTIL Dejounte Murray,,,
8948,4204004057,ffzComets,0,264.5,C Richaun Holmes F Jordan Nwora G Dejounte Murray PF Jalen Johnson PG Jrue Holiday SF Sam Hauser SG Gary Trent Jr. UTIL Kelly Olynyk,,,
8948,4204008492,jbenson35 (6/7),0,264.5,C Richaun Holmes F Jayson Tatum G Justin Champagnie PF Al Horford PG Dejounte Murray SF Sam Hauser SG Gary Trent Jr. UTIL Ivica Zubac,,,
8948,4204020982,CulichiPU,0,264.5,C Ivica Zubac F Sam Hauser G Devin Vassell PF Jeremy Sochan PG Jrue Holiday SF Jayson Tatum SG Cole Anthony UTIL Payton Pritchard,,,
8948,4204023478,rrod133 (14/20),0,264.5,C Richaun Holmes F Jalen Johnson G Jrue Holiday PF Paolo Banchero PG Payton Pritchard SF Kawhi Leonard SG Justin Champagnie UTIL Ivica Zubac,,,
8999,4203194785,Gwayneb1 (8/15),0,264.25,C Al Horford F Patrick Baldwin Jr. G Jrue Holiday PF Paolo Banchero PG Immanuel Quickley SF Sam Hauser SG Justin Champagnie UTIL Paul George,,,
8999,4203302590,thegambler84 (10/20),0,264.25,C Richaun Holmes F Paolo Banchero G Sam Hauser PF Oshae Brissett PG James Harden SF Jayson Tatum SG Justin Champagnie UTIL Wendell Carter Jr.,,,
8999,4203345831,Archangelaaron (2/10),0,264.25,C Wendell Carter Jr. F Sam Hauser G Dejounte Murray PF Patrick Baldwin Jr. PG Immanuel Quickley SF Jayson Tatum SG Justin Champagnie UTIL Richaun Holmes,,,
8999,4203384819,hypegotti (4/20),0,264.25,C Eugene Omoruyi F Moritz Wagner G James Harden PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Devin Vassell UTIL Paolo Banchero,,,
8999,4203405484,N.S.A,0,264.25,C Wendell Carter Jr. F Patrick Baldwin Jr. G Paul George PF Oshae Brissett PG Dejounte Murray SF Sam Hauser SG Jordan Poole UTIL Immanuel Quickley,,,
8999,4203444490,Ngiang73,0,264.25,C Wendell Carter Jr. F Paul George G Cam Thomas PF Al Horford PG Jrue Holiday SF Sam Hauser SG Gary Trent Jr. UTIL Tre Jones,,,
8999,4203545354,Alphamale215,0,264.25,C Richaun Holmes F Patrick Baldwin Jr. G Justin Champagnie PF Oshae Brissett PG Dejounte Murray SF Kawhi Leonard SG Paul George UTIL Paolo Banchero,,,
8999,4203585362,dallasmike44 (10/20),0,264.25,C Victor Wembanyama F Oshae Brissett G Jrue Holiday PF Patrick Baldwin Jr. PG Immanuel Quickley SF Jayson Tatum SG Justin Champagnie UTIL Cole Anthony,,,
8999,4203643270,spartanzilla,0,264.25,C Richaun Holmes F Corey Kispert G Terance Mann PF Oshae Brissett PG Dejounte Murray SF Sam Hauser SG Jordan Poole UTIL Victor Wembanyama,,,
8999,4203673388,cavalo1,0,264.25,C Bruno Fernando F Keldon Johnson G Immanuel Quickley PF Jordan Nwora PG Devin Vassell SF Franz Wagner SG Cam Thomas UTIL Gary Trent Jr.,,,
8999,4203723916,Serena13 (13/20),0,264.25,C Richaun Holmes F Paul George G Gary Trent Jr. PF Amir Coffey PG Jrue Holiday SF Jayson Tatum SG Jordan Poole UTIL Payton Pritchard,,,
8999,4203733037,jclehmann11 (8/20),0,264.25,C Kelly Olynyk F Jayson Tatum G Immanuel Quickley PF Patrick Baldwin Jr. PG Jrue Holiday SF Sam Hauser SG Justin Champagnie UTIL Jordan Poole,,,
8999,4203736093,nellaru,0,264.25,C Clint Capela F De'Andre Hunter G Bruce Brown PF Jalen Johnson PG Dejounte Murray SF Joe Ingles SG Sam Hauser UTIL Kelly Olynyk,,,
8999,4203779420,Trix314 (6/20),0,264.25,C Richaun Holmes F Al Horford G Paul George PF Moritz Wagner PG Payton Pritchard SF Kawhi Leonard SG Devin Vassell UTIL Nic Claxton,,,
8999,4203849562,plymouthcuda70,0,264.25,C Victor Wembanyama F Jayson Tatum G Jrue Holiday PF Moritz Wagner PG Jordan Poole SF Keldon Johnson SG Cole Anthony UTIL Goga Bitadze,,,
8999,4203884670,itches13 (1/2),0,264.25,C Jontay Porter F Sam Hauser G Tre Jones PF Corey Kispert PG Dejounte Murray SF Kawhi Leonard SG Paul George UTIL Justin Champagnie,,,
8999,4203894625,dk2k4 (2/4),0,264.25,C Ivica Zubac F Jayson Tatum G Sam Hauser PF Oshae Brissett PG Jrue Holiday SF Paul George SG Justin Champagnie UTIL Kawhi Leonard,,,
8999,4203895157,nsbwahoo (3/4),0,264.25,C Jontay Porter F Moritz Wagner G Cam Thomas PF Paolo Banchero PG Dennis Schroder SF Bogdan Bogdanovic SG Gary Trent Jr. UTIL Mikal Bridges,,,
8999,4203903129,bruin76 (4/20),0,264.25,C Richaun Holmes F Bogdan Bogdanovic G Jalen Suggs PF Paolo Banchero PG Jrue Holiday SF Paul George SG Sam Hauser UTIL Payton Pritchard,,,
8999,4203929863,Cassie_s (2/2),0,264.25,C Al Horford F Moritz Wagner G Jrue Holiday PF Jeremy Sochan PG Devin Vassell SF Keldon Johnson SG Sam Hauser UTIL Jayson Tatum,,,
8999,4203939307,cslb2003 (3/3),0,264.25,C Al Horford F Bogdan Bogdanovic G Payton Pritchard PF Corey Kispert PG Jordan Poole SF Kawhi Leonard SG Sam Hauser UTIL Clint Capela,,,
8999,4203945429,williewalls (2/4),0,264.25,C Ivica Zubac F Jayson Tatum G Paul George PF Oshae Brissett PG Jrue Holiday SF Sam Hauser SG Justin Champagnie UTIL Kawhi Leonard,,,
8999,4203949491,takia520 (4/5),0,264.25,C Victor Wembanyama F Corey Kispert G Dejounte Murray PF Oshae Brissett PG Jordan Poole SF Paul George SG Justin Champagnie UTIL Eugene Omoruyi,,,
8999,4203952261,0noratin (12/20),0,264.25,C Moritz Wagner F Paolo Banchero G Paul George PF Oshae Brissett PG Jrue Holiday SF Sam Hauser SG Gradey Dick UTIL Jayson Tatum,,,
8999,4203958997,TJZwarych (14/20),0,264.25,C Richaun Holmes F Kawhi Leonard G Sam Hauser PF Al Horford PG Bones Hyland SF Jayson Tatum SG Justin Champagnie UTIL Jalen Johnson,,,
8999,4203966169,YJDJiii (20/20),0,264.25,C Al Horford F Franz Wagner G Justin Champagnie PF Oshae Brissett PG Jared Butler SF Jayson Tatum SG Jordan Poole UTIL Dejounte Murray,,,
8999,4203967919,kcid08 (2/4),0,264.25,C Ivica Zubac F Kawhi Leonard G Cam Thomas PF Jalen McDaniels PG Malaki Branham SF De'Andre Hunter SG Sam Hauser UTIL Victor Wembanyama,,,
8999,4203968323,Not-a-Clue,0,264.25,C Eugene Omoruyi F Paul George G Cam Thomas PF Oshae Brissett PG Jalen Suggs SF Jayson Tatum SG Justin Champagnie UTIL Dejounte Murray,,,
8999,4203985594,michiganmoneymaker22 (1/20),0,264.25,C Richaun Holmes F Franz Wagner G Jalen Suggs PF Al Horford PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Kawhi Leonard,,,
8999,4204009694,jayhawks22 (2/2),0,264.25,C Al Horford F Bogdan Bogdanovic G Jrue Holiday PF Jeremy Sochan PG Tre Jones SF Sam Hauser SG Jordan Poole UTIL Jalen Johnson,,,
8999,4204013603,BertoDacrasher (2/2),0,264.25,C Victor Wembanyama F Oshae Brissett G Jordan Poole PF Paolo Banchero PG Immanuel Quickley SF Bogdan Bogdanovic SG Justin Champagnie UTIL Jaden Springer,,,
8999,4204015038,waynedell (15/20),0,264.25,C Wendell Carter Jr. F Patrick Baldwin Jr. G Jordan Poole PF Paolo Banchero PG Immanuel Quickley SF Sam Hauser SG Gary Trent Jr. UTIL Al Horford,,,
8999,4204015380,SlimBoMangler (13/20),0,264.25,C Victor Wembanyama F Moritz Wagner G Jordan Poole PF Oshae Brissett PG Jrue Holiday SF Kawhi Leonard SG Justin Champagnie UTIL Immanuel Quickley,,,
8999,4204019675,Mandiesel025 (5/14),0,264.25,C Ivica Zubac F Kawhi Leonard G Sam Hauser PF Oshae Brissett PG Jrue Holiday SF Jayson Tatum SG Paul George UTIL Justin Champagnie,,,
9033,4203168783,cptnspaulding (9/20),0,264,C Eugene Omoruyi F Paolo Banchero G Immanuel Quickley PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Clint Capela,,,
9033,4203319973,Dubbzz (16/20),0,264,C Richaun Holmes F Patrick Baldwin Jr. G Dejounte Murray PF Oshae Brissett PG Immanuel Quickley SF Sam Hauser SG Jordan Poole UTIL Paolo Banchero,,,
9033,4203394544,disturbedspooon (20/20),0,264,C Al Horford F Kawhi Leonard G Jared Butler PF Oshae Brissett PG Jordan Poole SF Paul George SG Cam Thomas UTIL Nic Claxton,,,
9033,4203399462,Drew__Annas (9/20),0,264,C Richaun Holmes F Kawhi Leonard G Cam Thomas PF Oshae Brissett PG Jared Butler SF Jayson Tatum SG Justin Champagnie UTIL Dejounte Murray,,,
9033,4203401351,LeftOvaLasagna (20/20),0,264,C Wendell Carter Jr. F Franz Wagner G Justin Champagnie PF Al Horford PG Jrue Holiday SF Kawhi Leonard SG Sam Hauser UTIL Jalen Johnson,,,
9033,4203412283,AaronCosta (17/20),0,264,C Al Horford F Oshae Brissett G Paul George PF Patrick Baldwin Jr. PG Jared Butler SF Jayson Tatum SG Jordan Poole UTIL Kawhi Leonard,,,
9033,4203429643,susername,0,264,C Clint Capela F Amir Coffey G Dennis Schroder PF Dorian Finney-Smith PG Dejounte Murray SF Wesley Matthews SG Paul George UTIL Cam Thomas,,,
9033,4203433502,jayluvslife (2/4),0,264,C Nic Claxton F Kawhi Leonard G Sam Hauser PF Jeremy Sochan PG Tre Jones SF Bruce Brown SG Paul George UTIL Jontay Porter,,,
9033,4203494163,Kmayag01 (13/20),0,264,C Wendell Carter Jr. F Paolo Banchero G Cam Thomas PF Patrick Baldwin Jr. PG Dejounte Murray SF Mikal Bridges SG Justin Champagnie UTIL Richaun Holmes,,,
9033,4203497643,jgreenblatt (5/20),0,264,C Al Horford F Oshae Brissett G Jared Butler PF Patrick Baldwin Jr. PG Jordan Poole SF Jayson Tatum SG Paul George UTIL Kawhi Leonard,,,
9033,4203571003,zapf75 (2/20),0,264,C Richaun Holmes F Kawhi Leonard G Payton Pritchard PF Patrick Baldwin Jr. PG Jared Butler SF Jayson Tatum SG Paul George UTIL Jrue Holiday,,,
9033,4203599093,tejjy (3/5),0,264,C Richaun Holmes F Kawhi Leonard G Cam Thomas PF Oshae Brissett PG Jared Butler SF Jayson Tatum SG Justin Champagnie UTIL Dejounte Murray,,,
9033,4203653149,blabbermouth24,0,264,C Al Horford F Paolo Banchero G Bones Hyland PF Patrick Baldwin Jr. PG Jalen Suggs SF Johnny Davis SG Cam Thomas UTIL Victor Wembanyama,,,
9033,4203658054,APOCALYPSE65 (1/2),0,264,C Ivica Zubac F Mikal Bridges G Tre Jones PF Jalen Johnson PG Dennis Schroder SF Jeremy Sochan SG Cam Thomas UTIL Terance Mann,,,
9033,4203659675,rd7242 (4/13),0,264,C Richaun Holmes F Kawhi Leonard G Payton Pritchard PF Patrick Baldwin Jr. PG Jrue Holiday SF Jayson Tatum SG Paul George UTIL Jared Butler,,,
9033,4203695984,colinmccort (11/20),0,264,C Wendell Carter Jr. F Corey Kispert G Cam Thomas PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Paolo Banchero,,,
9033,4203706263,Stillwake (4/20),0,264,C Richaun Holmes F Kawhi Leonard G Payton Pritchard PF Patrick Baldwin Jr. PG Jrue Holiday SF Jayson Tatum SG Paul George UTIL Jared Butler,,,
9033,4203735338,dodgerplayer89 (17/20),0,264,C Richaun Holmes F Franz Wagner G Jordan Poole PF Jayson Tatum PG Jalen Suggs SF Johnny Davis SG Justin Champagnie UTIL Dejounte Murray,,,
9033,4203758613,andrewbrian24,0,264,C Kelly Olynyk F Sam Hauser G Cam Thomas PF Al Horford PG Terance Mann SF Keldon Johnson SG Devin Vassell UTIL Franz Wagner,,,
9033,4203773832,edble1977 (1/3),0,264,C Nic Claxton F De'Andre Hunter G Jrue Holiday PF Corey Kispert PG Payton Pritchard SF Franz Wagner SG Sam Hauser UTIL Paul George,,,
9033,4203775802,Grottoboy,0,264,C Moritz Wagner F Al Horford G Sam Hauser PF Paolo Banchero PG Jalen Suggs SF Franz Wagner SG Cam Thomas UTIL Jrue Holiday,,,
9033,4203784402,Coby02 (2/3),0,264,C Wendell Carter Jr. F Corey Kispert G Cam Thomas PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Paolo Banchero,,,
9033,4203859740,jferraro23,0,264,C Wendell Carter Jr. F Jalen Johnson G Cole Anthony PF Jordan Nwora PG Bones Hyland SF Jayson Tatum SG Sam Hauser UTIL Kawhi Leonard,,,
9033,4203868380,OakTree23CB,0,264,C Al Horford F Mikal Bridges G Sam Hauser PF Jalen McDaniels PG Payton Pritchard SF Paul George SG Cam Thomas UTIL Immanuel Quickley,,,
9033,4203869209,JMackonochie (2/2),0,264,C Jalen Johnson F Oshae Brissett G Devin Vassell PF Paolo Banchero PG Jrue Holiday SF Sam Hauser SG Jordan Poole UTIL Bones Hyland,,,
9033,4203891022,tywoo13 (2/2),0,264,C Clint Capela F Jeremy Sochan G Payton Pritchard PF Jordan Nwora PG Jrue Holiday SF Bogdan Bogdanovic SG Gary Trent Jr. UTIL Dejounte Murray,,,
9033,4203910930,Mibach02 (14/20),0,264,C Jontay Porter F Bogdan Bogdanovic G Payton Pritchard PF Al Horford PG Jrue Holiday SF Paul George SG Cam Thomas UTIL Clint Capela,,,
9033,4203913101,datdude2,0,264,C Wendell Carter Jr. F Paul George G James Harden PF Corey Kispert PG Devin Vassell SF Sam Hauser SG Justin Champagnie UTIL Clint Capela,,,
9033,4203914435,mdmatt23 (1/4),0,264,C Nic Claxton F Oshae Brissett G Jordan Poole PF Al Horford PG Jrue Holiday SF Jayson Tatum SG Cam Thomas UTIL Justin Champagnie,,,
9033,4203915562,erjake (15/20),0,264,C Al Horford F Patrick Baldwin Jr. G Paul George PF Oshae Brissett PG Jared Butler SF Jayson Tatum SG Jordan Poole UTIL Kawhi Leonard,,,
9033,4203924305,larry3200 (2/7),0,264,C Victor Wembanyama F Sam Hauser G Justin Champagnie PF Corey Kispert PG Dejounte Murray SF Jeremy Sochan SG Gradey Dick UTIL Jalen Suggs,,,
9033,4203925634,burklandmayor (12/20),0,264,C Al Horford F Patrick Baldwin Jr. G Jared Butler PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Paul George UTIL Kawhi Leonard,,,
9033,4203943324,jeff8073x (2/2),0,264,C Richaun Holmes F Corey Kispert G Payton Pritchard PF Paolo Banchero PG Jrue Holiday SF Jayson Tatum SG Sam Hauser UTIL Luke Kornet,,,
9033,4203952861,hectordepp (17/20),0,264,C Richaun Holmes F Kawhi Leonard G Cam Thomas PF Oshae Brissett PG Jared Butler SF Jayson Tatum SG Justin Champagnie UTIL Dejounte Murray,,,
9033,4203955870,Worry1021 (1/2),0,264,C Ivica Zubac F Franz Wagner G Justin Champagnie PF Al Horford PG Payton Pritchard SF Jayson Tatum SG Jordan Poole UTIL Jrue Holiday,,,
9033,4203972770,BronxBomber2 (3/3),0,264,C Richaun Holmes F Kawhi Leonard G Payton Pritchard PF Patrick Baldwin Jr. PG Jared Butler SF Jayson Tatum SG Paul George UTIL Jrue Holiday,,,
9033,4203977796,Dane0944 (19/20),0,264,C Richaun Holmes F Patrick Baldwin Jr. G Payton Pritchard PF Jayson Tatum PG Jared Butler SF Kawhi Leonard SG Paul George UTIL Jrue Holiday,,,
9033,4203983031,therich2247 (14/20),0,264,C Clint Capela F Patrick Baldwin Jr. G Dejounte Murray PF Oshae Brissett PG Jrue Holiday SF Jayson Tatum SG Justin Champagnie UTIL Mikal Bridges,,,
9071,4203277410,mrpikemm (1/2),0,263.75,C Al Horford F Corey Kispert G Sam Hauser PF Jalen Johnson PG Jrue Holiday SF Jeremy Sochan SG Cam Thomas UTIL Jordan Poole,,,
9071,4203288404,Termight (8/20),0,263.75,C Clint Capela F Kawhi Leonard G Jrue Holiday PF Oshae Brissett PG Jared Butler SF Jayson Tatum SG Justin Champagnie UTIL Paul George,,,
9071,4203365434,muttcutts (14/20),0,263.75,C Richaun Holmes F Kawhi Leonard G Jordan Poole PF Oshae Brissett PG Jrue Holiday SF Mikal Bridges SG Justin Champagnie UTIL Victor Wembanyama,,,
9071,4203380164,uncleFen (4/5),0,263.75,C Clint Capela F Sam Hauser G Gary Trent Jr. PF Al Horford PG Jalen Suggs SF Jeremy Sochan SG Paul George UTIL Bogdan Bogdanovic,,,
9071,4203385589,My_sons (8/20),0,263.75,C Richaun Holmes F Keldon Johnson G Jared Butler PF Eugene Omoruyi PG Payton Pritchard SF Jayson Tatum SG Paul George UTIL Dejounte Murray,,,
9071,4203412277,AaronCosta (11/20),0,263.75,C Clint Capela F Oshae Brissett G Jared Butler PF Jayson Tatum PG Jrue Holiday SF Kawhi Leonard SG Justin Champagnie UTIL Paul George,,,
9071,4203425064,JaredWolf1996 (3/8),0,263.75,C Victor Wembanyama F Moritz Wagner G Payton Pritchard PF Al Horford PG Immanuel Quickley SF Jayson Tatum SG Jaden Springer UTIL Xavier Tillman,,,
9071,4203475666,beddod (7/10),0,263.75,C Clint Capela F Paul George G Jared Butler PF Oshae Brissett PG Jrue Holiday SF Jayson Tatum SG Justin Champagnie UTIL Kawhi Leonard,,,
9071,4203485617,lmkjr2015 (6/20),0,263.75,C Jalen Johnson F Paolo Banchero G Paul George PF Al Horford PG Jahmi'us Ramsey SF Keldon Johnson SG Terance Mann UTIL Dorian Finney-Smith,,,
9071,4203496962,ilikericeandguac (10/20),0,263.75,C Al Horford F Kawhi Leonard G Cam Thomas PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Ivica Zubac,,,
9071,4203506665,Deathflower74 (18/20),0,263.75,C Eugene Omoruyi F Sam Hauser G Devin Vassell PF Patrick Baldwin Jr. PG James Harden SF Jayson Tatum SG Jordan Poole UTIL Ivica Zubac,,,
9071,4203516400,Hawl589 (19/20),0,263.75,C Clint Capela F Oshae Brissett G Jrue Holiday PF Jayson Tatum PG Jared Butler SF Kawhi Leonard SG Justin Champagnie UTIL Paul George,,,
9071,4203559238,ChipotleAddict (6/20),0,263.75,C Richaun Holmes F Oshae Brissett G Dejounte Murray PF Jayson Tatum PG Jared Butler SF Franz Wagner SG Justin Champagnie UTIL Paul George,,,
9071,4203565965,knucks52 (18/20),0,263.75,C Moritz Wagner F Paolo Banchero G Jrue Holiday PF Patrick Baldwin Jr. PG Cole Anthony SF Jayson Tatum SG Justin Champagnie UTIL Dejounte Murray,,,
9071,4203570317,Shaikh302 (5/20),0,263.75,C Richaun Holmes F Keldon Johnson G Payton Pritchard PF Eugene Omoruyi PG Jared Butler SF Jayson Tatum SG Paul George UTIL Dejounte Murray,,,
9071,4203597212,bric75 (19/20),0,263.75,C Wendell Carter Jr. F Eugene Omoruyi G Dejounte Murray PF Oshae Brissett PG Jrue Holiday SF Sam Hauser SG Jordan Poole UTIL Victor Wembanyama,,,
9071,4203597288,GMLLK,0,263.75,C Wendell Carter Jr. F Jayson Tatum G Jordan Poole PF De'Andre Hunter PG Tre Jones SF Sam Hauser SG Gary Trent Jr. UTIL Corey Kispert,,,
9071,4203660695,Ayo245 (4/6),0,263.75,C Wendell Carter Jr. F Sam Hauser G Cam Thomas PF Paolo Banchero PG Jalen Suggs SF Julian Champagnie SG Paul George UTIL Gary Trent Jr.,,,
9071,4203661170,beatTheVig (5/20),0,263.75,C Eugene Omoruyi F Kawhi Leonard G Jared Butler PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Sam Hauser UTIL Dejounte Murray,,,
9071,4203680626,gophils42 (4/20),0,263.75,C Eugene Omoruyi F Oshae Brissett G Jordan Poole PF Jayson Tatum PG Jared Butler SF Kawhi Leonard SG Sam Hauser UTIL Dejounte Murray,,,
9071,4203726345,cjp66 (18/20),0,263.75,C Clint Capela F Paul George G Jrue Holiday PF Oshae Brissett PG Jared Butler SF Jayson Tatum SG Justin Champagnie UTIL Kawhi Leonard,,,
9071,4203748123,InfinityNice1 (2/2),0,263.75,C Jalen Johnson F Keldon Johnson G Bogdan Bogdanovic PF Oshae Brissett PG Immanuel Quickley SF Franz Wagner SG Justin Champagnie UTIL Paul George,,,
9071,4203817278,gmoney_69 (18/20),0,263.75,C Wendell Carter Jr. F Keldon Johnson G Jrue Holiday PF Jayson Tatum PG Jared Butler SF Sam Hauser SG Jordan Poole UTIL Mikal Bridges,,,
9071,4203828602,steelecurtain1129,0,263.75,C Moritz Wagner F Paolo Banchero G Paul George PF Oshae Brissett PG Payton Pritchard SF Keldon Johnson SG Cole Anthony UTIL Kawhi Leonard,,,
9071,4203837784,bwinslow99 (5/20),0,263.75,C Wendell Carter Jr. F Patrick Baldwin Jr. G Tre Jones PF Paolo Banchero PG Jrue Holiday SF Jayson Tatum SG Sam Hauser UTIL Richaun Holmes,,,
9071,4203875489,imadeit110 (9/20),0,263.75,C Clint Capela F Paul George G Jrue Holiday PF Oshae Brissett PG Jared Butler SF Jayson Tatum SG Justin Champagnie UTIL Kawhi Leonard,,,
9071,4203875498,imadeit110 (18/20),0,263.75,C Clint Capela F Kawhi Leonard G Jrue Holiday PF Oshae Brissett PG Jared Butler SF Jayson Tatum SG Justin Champagnie UTIL Paul George,,,
9071,4203898958,gdemay,0,263.75,C Victor Wembanyama F Julian Champagnie G Cole Anthony PF Kawhi Leonard PG Payton Pritchard SF Bogdan Bogdanovic SG Cam Thomas UTIL Bruno Fernando,,,
9071,4203918584,rino28 (9/20),0,263.75,C Ivica Zubac F Mikal Bridges G Gary Trent Jr. PF Oshae Brissett PG Jrue Holiday SF Jayson Tatum SG Sam Hauser UTIL Cam Thomas,,,
9071,4203936217,Ultiform (5/20),0,263.75,C Clint Capela F Kawhi Leonard G Jared Butler PF Oshae Brissett PG Jrue Holiday SF Jayson Tatum SG Justin Champagnie UTIL Paul George,,,
9071,4203945994,MiddleAgedAndDeadly (2/4),0,263.75,C Jontay Porter F Paul George G Cam Thomas PF Corey Kispert PG Jrue Holiday SF Sam Hauser SG Jordan Poole UTIL Franz Wagner,,,
9071,4203957316,onemanbamd28 (13/20),0,263.75,C Ivica Zubac F Oshae Brissett G Cam Thomas PF Al Horford PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Kawhi Leonard,,,
9071,4203963638,nickfromcwe (13/20),0,263.75,C Richaun Holmes F Jayson Tatum G James Harden PF Oshae Brissett PG Jared Butler SF Sam Hauser SG Jordan Poole UTIL Kawhi Leonard,,,
9071,4203966514,jayahrr (5/5),0,263.75,C Victor Wembanyama F Oshae Brissett G Brandon Boston Jr. PF Paolo Banchero PG James Harden SF Bogdan Bogdanovic SG Sam Hauser UTIL Jontay Porter,,,
